STCODE,FORMAT,REPBLK,SUBPLOT,YEAR,MONTH,DAY,TRANSECT,STATION,TRAPTYPE,SPECIES,CAPSTATUS,LIVEDEAD,TAGLEFT,TAGRIGHT,TOENUMBER,BODYLENGTH,TAILLENGTH,WEIGHT,SEX,REPSTATUS,DEADNUMBER,NOTENUMBER1,PROCESSED,PUBIC,PREG
WE026,1,3,16,1995,1,2,4,8,S,MIOR,R,L,,3825,,,,14.0,F,NL,,,,,
WE026,1,3,16,1995,1,4,2,2,S,CLCA,R,L,,4408,,,,14.0,F,NL,,,,,
WE026,1,3,16,1995,1,3,2,5,S,MIOR,R,D,,4409,,,,14.0,F,NL,,,,,
WE026,1,3,16,1995,1,3,1,5,S,TATO,R,L,687,688,,,,83.0,F,NL,,,,,
WE026,1,3,16,1995,1,3,2,8,S,CLCA,R,D,,4410,,,,12.0,F,NL,,,,,
WE026,1,3,16,1995,1,3,2,10,S,TATO,R,L,691,692,,,,97.0,M,TR,,,,,
WE026,1,3,14,1995,2,2,2,4,S,PEMA,R,L,,4403,,,,15.0,M,TR,,,,,
WE026,1,3,14,1995,2,2,3,4,S,SOSP,R,L,,3841,,,,,U,U,,,,,
WE026,1,3,14,1995,2,2,1,3,S,TATO,R,L,364,365,,,,74.0,M,TR,,,,,
WE026,1,3,14,1995,2,3,4,9,S,PEMA,R,L,,4429,,,,13.0,F,NL,,,,,
WE026,1,3,14,1995,2,4,2,10,S,TATO,R,L,506,505,,,,88.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,1,3,S,PEMA,R,L,,4412,,,,16.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,1,1,S,TATO,R,L,267,268,,,,75.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,1,7,S,PEMA,R,L,,4782,,,,17.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,1,4,S,GLSA,R,L,,527,,,,107.0,F,P,,,,,
WE026,1,3,15,1995,2,2,1,10,S,TATO,R,L,257,258,,,,76.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,2,1,S,PEMA,R,L,,4785,,,,13.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,2,2,S,TATO,R,L,261,262,,,,79.0,F,P,,,,,
WE026,1,3,15,1995,2,2,2,4,S,CLCA,R,D,,4413,,,,21.0,F,P,,,,,
WE026,1,3,15,1995,2,2,1,2,S,PEMA,R,L,,3829,,,,16.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,2,3,S,TATO,R,L,263,264,,,,84.0,M,TR,,,,,
WE026,1,3,15,1995,2,3,2,4,S,CLCA,R,L,,4786,,,,18.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,1,8,S,CLCA,R,L,,4777,,,,17.0,F,NL,,,,,
WE026,1,3,15,1995,2,3,1,7,S,PEMA,R,L,,4762,,,,13.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,2,7,S,CLCA,R,L,,4763,,,,16.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,2,7,S,PEMA,R,L,,4778,,,,22.0,F,P,,,,,
WE026,1,3,15,1995,2,2,1,3,S,CLCA,R,L,,3828,,,,15.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,3,4,S,PEMA,R,L,,3830,,,,16.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,3,1,S,PEMA,R,L,,4766,,,,16.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,3,2,S,PEMA,R,L,,4787,,,,14.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,3,3,S,PEMA,R,L,,4767,,,,15.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,3,6,S,TATO,R,L,271,272,,,,85.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,4,1,S,PEMA,R,L,,4781,,,,17.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,4,1,S,PEMA,R,L,,3831,,,,16.0,F,NL,,,,,
WE026,1,3,15,1995,2,2,4,2,S,PEMA,R,L,,4768,,,,16.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,3,10,S,TATO,R,L,501,502,,,,84.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,4,5,S,PEMA,R,L,,4769,,,,19.0,M,TR,,,,,
WE026,1,3,15,1995,2,3,4,5,S,CLCA,R,L,,4424,,,,22.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,4,8,S,CLCA,R,L,,4774,,,,18.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,4,8,S,PEMA,R,L,,4770,,,,14.0,M,TR,,,,,
WE026,1,3,15,1995,2,2,4,2,S,TATO,R,L,366,367,,,,84.0,M,TR,,,,,
WE026,1,3,15,1995,2,3,4,10,S,PEMA,R,L,,4425,,,,13.0,F,NL,,,,,
WE026,1,3,15,1995,2,4,4,7,S,TATO,R,L,58,59,,,,73.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,2,1,S,TATO,R,L,74,75,,,,80.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,2,10,S,PEMA,R,L,,3847,,,,15.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,1,1,S,PEMA,R,L,,4766,,,,14.0,F,NL,,,,,
WE026,1,3,15,1995,2,4,2,9,S,PEMA,R,L,,4430,,,,17.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,4,10,S,PEMA,R,L,,4515,,,,21.0,F,P,,,,,
WE026,1,3,16,1995,2,2,1,9,S,TATO,R,L,687,688,,,,89.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,1,8,S,SOSP,R,L,,4417,,,,6.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,1,6,S,MIOR,R,L,,3821,,,,15.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,1,3,S,MIOR,R,L,,4418,,,,15.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,1,3,S,TATO,R,L,699,700,,,,96.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,2,1,S,CLCA,R,L,,4408,,,,12.0,F,NL,,,,,
WE026,1,3,16,1995,2,3,2,2,S,CLCA,R,L,,4407,,,,17.0,M,TR,,,,,
WE026,1,3,16,1995,2,2,3,1,S,TATO,R,L,601,602,,,,96.0,F,NL,,,,,
WE026,1,3,16,1995,2,4,3,1,S,PEMA,R,L,,4421,,,,13.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,2,3,S,TATO,R,L,503,504,,,,81.0,M,TR,,,,,
WE026,1,3,16,1995,2,2,3,10,S,PEMA,R,L,,4422,,,,19.0,F,NL,,,,,
WE026,1,3,16,1995,2,3,4,2,S,PEMA,R,L,,3823,,,,14.0,F,NL,,,,,
WE026,1,3,16,1995,2,2,4,2,S,MIOR,R,L,,3838,,,,15.0,M,TR,,,,,
WE026,1,3,16,1995,2,2,4,4,S,PEMA,R,L,,3839,,,,14.0,M,TR,,,,,
WE026,1,3,16,1995,2,2,4,7,S,MIOR,R,L,,4776,,,,16.0,F,NL,,,,,
WE026,1,2,2,1995,1,2,2,10,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,2,2,10,S,TATO,N,L,310,311,,,,80.0,M,TR,,,,,
WE026,1,2,2,1995,1,2,3,7,S,CLCA,N,L,,3808,,,,20.0,F,NL,,,,,
WE026,1,2,2,1995,1,3,1,3,S,TATO,N,L,129,138,,,,72.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,2,2,S,TATO,N,L,196,205,,,,77.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,2,5,S,TATO,N,L,136,183,,,,84.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,2,6,P,SOTR,N,L,,4750,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,6,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,6,P,SOTR,N,D,,,,,,3.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,9,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,9,S,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,10,P,SOTR,N,L,,4751,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,10,P,SOTR,N,D,,,,,,3.0,U,U,,,,,
WE026,1,2,2,1995,1,3,2,10,S,SOSP,N,D,,,,,,6.0,U,U,,,,,
WE026,1,2,2,1995,1,3,3,2,S,CLCA,N,D,,,,,,13.0,F,NL,,,,,
WE026,1,2,2,1995,1,3,3,7,S,CLCA,N,D,,,,,,18.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,3,7,S,SOSP,N,L,,4752,,,,6.0,U,U,,,,,
WE026,1,2,2,1995,1,3,3,8,S,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,3,3,10,S,TATO,N,L,133,216,,,,96.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,3,10,S,TATO,R,L,324,325,,,,89.0,F,NL,,,,,
WE026,1,2,2,1995,1,3,4,6,S,PEMA,N,L,,4753,,,,14.0,M,TR,,,,,
WE026,1,2,2,1995,1,3,4,9,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,2,1995,1,4,1,1,S,CLCA,N,D,,,,,,7.0,M,TR,,,,,
WE026,1,2,2,1995,1,4,1,1,S,TATO,N,L,242,243,,,,,F,U,,,,,
WE026,1,2,2,1995,1,4,1,2,S,CLCA,N,D,,,,,,13.0,F,P,,,,,
WE026,1,2,2,1995,1,4,1,2,S,MIOR,N,L,,4541,,,,13.0,F,NL,,,,,
WE026,1,2,2,1995,1,4,2,1,S,SOTR,N,D,,,,,,5.0,U,U,,,,,
WE026,1,2,2,1995,1,4,3,7,S,CLCA,N,D,,,,,,12.0,F,NL,,,,,
WE026,1,2,2,1995,1,4,4,1,S,CLCA,N,L,,4542,,,,24.0,F,P,,,,2,
WE026,1,2,3,1995,1,1,1,1,S,TATO,N,L,324,325,,,,83.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,1,2,S,PEMA,N,D,,3802,,,,10.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,1,8,S,TATO,N,L,322,323,,,,74.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,1,8,P,MIOR,N,D,,3803,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,1,10,S,CLCA,N,L,,3804,,,,17.0,F,P,,,,,
WE026,1,2,3,1995,1,1,3,3,S,TATO,N,L,320,321,,,,78.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,3,5,S,CLCA,N,L,,3805,,,,15.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,3,10,S,TATO,N,L,302,303,,,,91.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,4,1,S,CLCA,N,D,,,,,,16.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,4,1,S,TATO,N,L,318,319,,,,72.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,4,3,S,CLCA,N,D,,,,,,10.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,4,6,S,CLCA,N,D,,,,,,9.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,4,6,S,TATO,N,L,304,305,,,,70.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,4,7,S,CLCA,N,L,,3806,,,,8.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,4,9,S,CLCA,N,D,,,,,,19.0,M,TR,,,,,
WE026,1,2,3,1995,1,1,2,9,S,TATO,N,L,126,127,,,,78.0,F,NL,,,,,
WE026,1,2,3,1995,1,1,2,10,S,GLSA,N,L,130,131,,,,155.0,F,P,,,,,
WE026,1,2,3,1995,1,2,1,2,S,TATO,N,L,238,239,,,,75.0,F,NL,,,,,
WE026,1,2,3,1995,1,2,1,6,S,TATO,N,L,240,241,,,,74.0,M,TR,,,,,
WE026,1,2,3,1995,1,2,1,10,S,PEMA,N,D,,,,,,14.0,M,TR,,,,,
WE026,1,2,3,1995,1,2,2,1,S,TATO,R,L,281,282,,,,81.0,M,TR,,,,,
WE026,1,2,3,1995,1,2,4,1,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,3,1995,1,2,4,3,P,SOTR,N,L,,4538,,,,5.0,U,U,,,,,
WE026,1,2,3,1995,1,2,4,10,S,PEMA,N,L,,3809,,,,12.0,M,TR,,,,,
WE026,1,2,3,1995,1,3,1,5,S,SOSP,N,D,,,,,,6.0,U,U,,,,,
WE026,1,2,3,1995,1,3,1,8,S,MIOR,N,D,,,,,,12.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,1,10,S,TATO,N,D,,,,,,81.0,F,NL,,,,,
WE026,1,2,3,1995,1,3,3,2,S,CLCA,N,L,,4400,,,,19.0,F,P,,,,,
WE026,1,2,3,1995,1,3,3,3,S,CLCA,N,L,,4539,,,,11.0,M,TR,,,,,
WE026,1,2,3,1995,1,3,3,4,S,SOSP,N,D,,,,,,5.0,U,U,,,,,
WE026,1,2,3,1995,1,3,4,1,S,TATO,R,L,236,237,,,,,M,TR,,,,,
WE026,1,2,3,1995,1,3,4,3,S,SOTR,N,D,,,,,,5.0,U,U,,,,,
WE026,1,2,3,1995,1,3,2,8,S,CLCA,N,L,,4540,,,,21.0,F,P,,,,,
WE026,1,2,3,1995,1,4,1,2,S,PEMA,N,L,,3814,,,,13.0,M,TR,,,,,
WE026,1,2,3,1995,1,4,1,5,S,MIOR,N,L,,3815,,,,16.0,M,TR,,,,,
WE026,1,2,3,1995,1,4,1,6,S,MIOR,N,L,,3816,,,,14.0,F,NL,,,,,
WE026,1,3,15,1995,2,3,4,6,S,PEMA,R,L,,4770,,,,14.0,M,TR,,,,,
WE026,1,3,15,1995,2,3,4,6,S,TATO,R,L,366,367,,,,84.0,M,TR,,,,,
WE026,1,3,16,1995,2,3,1,9,S,TATO,R,L,687,688,,,,89.0,F,NL,,,,,
WE026,1,3,16,1995,2,3,1,3,S,MIOR,R,L,,4418,,,,15.0,F,NL,,,,,
WE026,1,3,16,1995,2,4,1,4,S,TATO,R,L,699,700,,,,96.0,F,NL,,,,,
WE026,1,3,16,1995,2,3,3,4,S,TATO,R,L,503,504,,,,81.0,M,TR,,,,,
WE026,1,3,16,1995,2,4,4,2,S,PEMA,R,L,,3823,,,,14.0,F,NL,,,,,
WE026,1,3,16,1995,2,3,4,9,S,PEMA,R,L,,3839,,,,14.0,M,TR,,,,,
WE026,1,3,16,1995,2,3,4,6,S,PEMA,R,L,,3842,,,,14.0,M,TR,,,,,
WE026,1,3,16,1995,2,4,4,4,S,PEMA,R,L,,3823,,,,13.0,F,NL,,,,,
WE026,1,3,16,1995,2,4,4,3,S,TATO,R,L,,374,,,,85.0,F,NL,,,,,
WE026,1,3,16,1995,2,4,4,9,S,MIOR,R,L,,3824,,,,14.0,M,TR,,,,,
WE026,1,3,14,1995,1,4,3,5,S,MIOR,R,D,,4405,,,,17.0,F,NL,,,,,
WE026,1,3,14,1995,1,4,3,10,S,TATO,R,L,685,686,,,,87.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,4,9,S,TATO,R,L,56,57,,,,82.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,2,9,S,TATO,R,L,251,275,,,,77.0,F,NL,,,,,
WE026,1,3,15,1995,1,4,1,7,S,TATO,R,L,257,258,,,,79.0,F,NL,,,,,
WE026,1,3,15,1995,1,4,2,2,S,TATO,R,L,261,262,,,,81.0,F,P,,,,,
WE026,1,3,15,1995,1,4,2,5,S,TATO,R,L,263,264,,,,82.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,2,4,S,PEMA,R,D,,4761,,,,12.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,2,2,S,TATO,R,L,265,266,,,,98.0,F,NL,,,,,
WE026,1,3,15,1995,1,4,2,7,S,CLCA,R,L,,4763,,,,15.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,3,10,S,TATO,R,L,501,502,,,,70.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,4,4,S,TATO,R,L,366,367,,,,78.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,4,5,S,PEMA,R,L,,4769,,,,15.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,4,9,S,TATO,R,L,58,59,,,,75.0,M,TR,,,,,
WE026,1,3,15,1995,1,4,4,10,S,PEMA,R,L,,4770,,,,13.0,M,TR,,,,,
WE026,1,3,16,1995,1,4,3,6,S,CLCA,R,L,,3822,,,,15.0,F,NL,,,,,
WE026,1,3,16,1995,1,4,4,3,S,PEMA,R,L,,3823,,,,13.0,F,NL,,,,,
WE026,1,3,16,1995,1,4,4,10,S,MIOR,R,L,,3824,,,,14.0,M,TR,,,,,
WE026,1,3,16,1995,1,4,4,9,S,MIOR,R,L,,3825,,,,14.0,F,NL,,,,,
WE026,1,3,15,1995,2,4,1,3,S,PEMA,R,L,,4412,,,,16.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,1,6,S,PEMA,R,L,,4782,,,,17.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,2,9,S,TATO,R,L,263,264,,,,84.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,1,4,S,PEMA,R,L,,4778,,,,22.0,F,P,,,,,
WE026,1,3,15,1995,2,4,3,2,S,PEMA,R,L,,4787,,,,14.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,3,5,S,PEMA,R,L,,4767,,,,15.0,F,NL,,,,,
WE026,1,3,15,1995,2,4,4,3,S,PEMA,R,L,,4781,,,,17.0,F,NL,,,,,
WE026,1,3,15,1995,2,4,4,2,S,TATO,R,L,501,502,,,,84.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,4,10,S,PEMA,R,L,,4770,,,,14.0,M,TR,,,,,
WE026,1,3,15,1995,2,4,4,5,S,TATO,R,L,366,367,,,,84.0,M,TR,,,,,
WE026,1,3,16,1995,2,4,1,10,S,TATO,R,L,687,688,,,,89.0,F,NL,,,,,
WE026,1,3,16,1995,2,4,3,3,S,TATO,R,L,503,504,,,,81.0,M,TR,,,,,
WE026,1,3,16,1995,2,4,4,9,S,PEMA,R,L,,3839,,,,14.0,M,TR,,,,,
WE026,1,3,16,1995,2,4,4,10,S,PEMA,R,L,,3842,,,,14.0,M,TR,,,,,
WE026,1,2,1,1995,1,1,2,9,S,PEMA,N,L,,4536,,,,15.0,M,TR,,,,,
WE026,1,2,1,1995,1,1,2,8,S,TATO,N,L,277,284,,,,78.0,F,NL,,,,,
WE026,1,2,1,1995,1,1,2,8,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,1,1995,1,1,2,7,S,TATO,N,L,289,295,,,,90.0,F,P,,,,,
WE026,1,2,1,1995,1,1,2,6,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,1,1995,1,1,2,6,S,GLSA,N,D,286,287,,,,102.0,F,NL,,,,,
WE026,1,2,1,1995,1,1,2,5,P,SOTR,N,D,,,,,,3.0,U,U,,,,,
WE026,1,2,1,1995,1,1,2,3,S,TATO,N,L,293,294,,,,76.0,U,U,,,,,
WE026,1,2,1,1995,1,1,1,8,S,TATO,N,L,292,297,,,,78.0,U,U,,,,,
WE026,1,2,1,1995,1,1,1,4,P,SOSP,N,L,,,,,,,U,U,,,,,
WE026,1,2,1,1995,1,1,1,3,S,TATO,N,L,290,291,,,,78.0,M,TR,,,,,
WE026,1,2,1,1995,1,1,1,3,S,TATO,N,L,288,296,,,,79.0,M,TR,,,,,
WE026,1,2,1,1995,1,1,3,1,S,TATO,N,L,285,300,,,,81.0,F,NL,,,,,
WE026,1,2,1,1995,1,1,3,1,P,SOTR,N,D,,,,,,4.0,U,U,,,,,
WE026,1,2,1,1995,1,1,3,8,S,TATO,N,L,276,283,,,,80.0,M,TR,,,,,
WE026,1,2,1,1995,1,1,3,10,S,TATO,N,L,279,280,,,,89.0,F,P,,,,,
WE026,1,2,1,1995,1,1,3,10,S,TATO,N,L,281,282,,,,84.0,M,TR,,,,,
WE026,1,2,1,1995,1,1,4,1,S,TATO,N,L,226,227,,,,84.0,F,NL,,,,,
WE026,1,2,1,1995,1,1,4,2,S,TATO,N,L,228,229,,,,85.0,F,NL,,,,,
WE026,1,2,1,1995,1,1,4,3,S,TATO,N,L,230,231,,,,97.0,F,P,,,,,
WE026,1,3,14,2000,10,14,4,1,S,TATO,R,L,,7004,,,,79.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,4,1,S,PEMA,R,L,,7021,,,,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,4,9,S,TATO,R,L,,7028,,,,83.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,4,3,S,PEMA,R,L,,7029,,,,12.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,4,3,S,PEMA,R,L,,7031,,,,15.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,4,2,S,PEMA,R,L,,7051,,,,14.0,M,TR,,,,,
WE026,1,3,14,2000,10,14,4,4,S,PEMA,N,L,,7057,,9.00,8.50,23.0,F,NL,,,,,
WE026,1,3,14,2000,10,14,4,8,S,TATO,R,L,,7073,,,,80.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,1,S,PEMA,R,L,,6715,,,,13.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,4,S,TATO,R,L,,6787,,,,76.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,1,8,S,PEMA,R,L,,6823,,,,14.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,6,S,TATO,R,L,,6828,,,,83.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,10,S,TATO,R,L,,6832,,,,81.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,9,S,PEMA,R,L,7002,,,,,14.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,7,S,PEMA,R,L,,7078,,,,14.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,1,9,S,PEMA,R,L,,7091,,,,15.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,1,2,S,TATO,R,L,,7099,,,,94.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,2,10,P,SOTR,N,L,,,1,5.40,5.00,4.0,U,U,,,,,
WE026,1,3,15,2000,10,14,2,10,P,SOTR,N,D,,,,,5.00,4.0,U,U,1,,,,
WE026,1,3,15,2000,10,14,2,9,S,GLSA,R,L,,6507,,15.80,13.00,137.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,9,S,TATO,R,L,,6835,,,,94.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,1,S,PEMA,R,L,,7012,,,,12.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,2,7,S,TATO,N,L,,7020,,13.00,11.00,83.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,2,3,S,PEMA,R,L,,7022,,,,15.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,2,7,S,PEMA,N,L,,7023,,7.30,8.50,15.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,2,1,S,PEMA,R,L,,7030,,,,15.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,10,S,GLSA,N,L,,7047,,14.00,,107.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,4,S,PEMA,R,L,,7070,,,,18.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,2,6,S,PEMA,R,L,,7092,,,,18.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,5,S,TATO,N,L,7219,,,13.20,10.10,81.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,2,S,PEMA,N,L,,7352,,7.30,7.50,14.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,2,8,S,TATO,R,L,,7376,,,,85.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,3,10,P,SOTR,N,D,,,,5.00,5.50,4.0,U,U,1,,,,
WE026,1,3,15,2000,10,14,3,8,P,SOTR,U,D,,,,,,,U,U,1,,,,
WE026,1,3,15,2000,10,14,3,9,S,TATO,R,L,6785,,,,,75.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,3,8,S,TATO,R,L,,6797,,,,78.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,3,6,S,PEMA,R,L,,6870,,,,12.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,3,6,S,TATO,R,L,,6898,,,,75.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,3,3,S,PEMA,N,L,,7080,,7.10,7.70,13.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,4,1,S,PEMA,R,L,,6745,,,,71.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,4,10,S,PEMA,R,L,,6761,,,,13.0,M,TR,,1,,,
WE026,1,3,15,2000,10,14,4,8,S,TATO,R,L,,6764,,,,75.0,M,TR,,2,,,
WE026,1,3,15,2000,10,14,4,2,S,PEMA,R,L,,6776,,,,19.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,4,5,S,PEMA,R,L,,6777,,,,17.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,4,9,S,PEMA,R,L,,6783,,,,16.0,F,NL,,,,,
WE026,1,3,15,2000,10,14,4,4,S,PEMA,R,L,,6791,,,,13.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,4,3,S,PEMA,N,L,,7249,,8.00,8.80,15.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,4,7,S,TATO,N,L,,7252,,13.10,10.00,78.0,M,TR,,,,,
WE026,1,3,15,2000,10,14,4,5,S,TATO,R,L,,7344,,,,72.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,1,1,P,MIOR,N,D,,,,6.80,2.50,17.0,M,TR,1,,,,
WE026,1,3,16,2000,10,14,1,6,S,TATO,R,L,,6731,,,,84.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,1,7,S,TATO,R,L,6771,,,,,79.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,1,5,S,PEMA,R,L,,6782,,,,17.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,1,4,S,PEMA,R,L,,6788,,,,16.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,1,1,S,TATO,R,L,,6893,,,,86.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,1,9,S,TATO,R,L,,7015,,,,71.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,2,8,S,MIOR,N,L,,,,4.90,2.50,6.0,U,U,,,,,
WE026,1,3,16,2000,10,14,2,6,S,PEMA,R,L,,6804,,,,21.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,2,10,S,TATO,R,L,6817,,,,,77.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,2,6,S,TATO,R,L,6831,,,,,81.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,2,5,S,PEMA,R,L,,7034,,,,14.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,2,9,S,PEMA,R,L,,7090,,,,14.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,3,10,P,DITE,N,L,,,,20.00,13.00,,U,U,,,,,
WE026,1,3,16,2000,10,14,3,2,P,ENES,N,L,,,,4.60,5.00,2.0,U,U,,,,,
WE026,1,3,16,2000,10,14,3,5,P,SOTR,N,D,,,,4.30,5.00,5.0,U,U,1,,,,
WE026,1,3,16,2000,10,14,3,4,S,PEMA,R,L,,6801,,,,12.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,3,5,S,TATO,R,L,,6862,,,,88.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,3,9,S,TATO,R,L,,6874,,,,79.0,M,TR,,,,,
WE026,1,3,16,2000,10,14,3,8,S,TATO,R,L,,6877,,,,75.0,F,NL,,,,,
WE026,1,3,16,2000,10,14,3,2,S,TATO,R,L,7009,,,,,79.0,M,TR,,,,,
